Id;Title;Body;Tags;Score;ViewCount;FavoriteCount;CreationDate;AnswerCount;Code
25992925;syntax error;error syntaxerror user email valid_email_regex devise activerecordbase rememberable omniauth_provider presence length page end code sign omniauth attr_accessor syntax class zi password_confirmation format password linkedin minimum suggestion wa uniqueness model;ruby-on-rails,ruby,ruby-on-rails-4,devise,omniauth;0;5948;;2014-09-23 10:35:25;1;
7999360;application rate;condition stuff valgrind pthread_cond_wait conflicting os pthread_start svn new_sem_from_pool program mac context thread_start threadhpp rate library system iostream boost boostthread thread mach_msg_trap end boostshared_ptr lib playgroudthreads svn # size int boostdetailheap_new x argv report boostcondition_variablewaitboostunique_lock tool boostmutex error stdendl boostthreaddummytype mainint argc store ubuntu address boostdetailthread_data_base run solution threadrun version boostdetailthread_data malloc boostdetailthread_move_t boostthreadmake_thread_info allocation void offset libsystem_cdylib segment compiler behavior race thread char threadjoin boostdisable_if usr operating gcc application drd boostdetailheap_new_impl operator start boostthreadjoin;c++,multithreading,debugging,valgrind,boost-thread;6;910;;2011-11-03 17:35:12;1;"valgrind --tool=drd
valgrind --tool=drd"
25992949;textarea class img jquery src;textarea class idea trouble srcimagejpg source html text image area jquery href textbox editor textarea classeditor;jquery,image,class,textarea,src;0;849;;2014-09-23 10:37:03;1;
16493956;accordion;typetext sitecss link href#fourth ui jquery diff jqueryuiallcss uijsscript src css script href#second base itemdiv migrate file page third href#third jsfiddle theme problem html fourth # hrefcontent documentreadyfunction accordionaccordion div version jqueryui jquery second stylesheet iow site jsfiddle fiddlestick first relstylesheet idaccordion srcscripts event content update;jquery,css,html,jquery-ui,jquery-ui-accordion;0;849;;2013-05-11 05:08:07;1;
25992986;spring data nosuchmethoderror mongodb;orgmongodbgroupid orghibernategroupid surname email thispassword handler writing data pomxml configartifactid trace junitartifactid thisrole public cglibgroupid snapshot propertie nosuchmethoderror configuration fieldpassword servletservice dependency scope mapper plugin context document return contextartifactid getpassword thisid maven getrole eclipse servlet junitgroupid javaxservlet providedscope versionspringsecurityversionversion spring thank orgapachemavenpluginsgroupid string string d spring getfirstname validatorartifactid root finalname problem configuration lib release dependency orgspringframeworkgroupid security url thissurname orgspringframeworkdatamongodbcoremapping fieldfirstname getsurname mongo cause aslartifactid orgspringframeworkdatamappingmodel versionspringversionversion snapshoturl webmvcartifactid user i error stack case framework downloadsource snapshotid orgspringframeworkdatamongodbcoreconvert artifactid apiartifactid jackson thisemail exception class orgspringframeworksecuritygroupid hibernate repository repositoryname firstname version setrolestring testscope dispatcherservlet taglibsgroupid webartifactid mismatch void webapp libs db java afcrowther compiler getemail standardartifactid downloadjavadoc getid repositorie role driverartifactid orgspringframeworkdatagroupid orgcodehausjacksongroupid name oxmartifactid groupid persistenceconstructor coreartifactid usermodel pluginartifactid mongodb versionjacksonversionversion password dependencie jstlartifactid mongodbartifactid blogfinalname commonsartifactid severe processing edit path;java,spring,mongodb,maven,spring-data;2;1688;;2014-09-23 10:38:46;1;
7999450;object notification;idinitwithframecgrectframe stuff custom example voiddealloc notification voidmytextfielddidchangensnotification uitextfield name object mytextfieldh thought uitextfieldtextdidchangenotification self initwithframe implementation interface selectorselectormytextfielddidchange mytextfield frame observer delegate;objective-c,design-patterns,uitextfield,nsnotifications,uitextfielddelegate;1;135;;2011-11-03 17:41:05;1;UITextField
1898;import structure file data csv;structure way file datum csv;c#,vb.net,file,csv,import;108;70815;;2008-08-05 04:43:22;11;
7999461;resize image nicedit;chrome problem nicedit image frame mce one resize option function editor firefox;javascript,php,html,wysiwyg,nicedit;0;3611;;2011-11-03 17:41:55;2;
2027;value pass reference;value reference question pitfall roadblock course programming language default;language-agnostic,oop,parameters,pass-by-reference,pass-by-value;52;20113;;2008-08-05 08:56:01;11;
2043;filename windows dll; exe programming dll windows access language language string way process file function filename answer solution command dll eg delphi path;windows,delphi,winapi,dll,path;34;10627;;2008-08-05 09:34:49;2;"C:\MyApp\MyApp.exe --help
LoadLibrary"
2056;difference mvc mvp;design pattern view part configure way rad drag interface question issue user presenter tool controller viewmodel model drop;user-interface,model-view-controller,design-patterns,terminology,mvp;2375;574310;;2008-08-05 10:06:33;24;
7999520;image src regex split;srccid tmpimagegifcdefetfdgfdg string split img regex text ewrewrewrimg img tmpimagegif question splittesting;regex,string,image,split,src;0;792;;2011-11-03 17:46:47;1;
7999540;bar html view iphone tab uiview;reservation controller hotel html image view iphone one xcode story application board;iphone,objective-c,xcode,uitableview,uiview;0;1258;;2011-11-03 17:47:27;2;
2222;flex script build ide application;development frontend aka example unit builder runner microarchitecture way nant adobe ide resource cairngorm eclipse application test flex flexunit ant;apache-flex,eclipse,unit-testing,build-automation,cairngorm;18;2762;;2008-08-05 12:52:42;4;
7999591;entity # framework database c wpf data gui;datagrid database problem customer tabs datagrid wpf entry framework tab order application entity database list;c#,wpf,entity-framework,datagrid,entity;1;681;;2011-11-03 17:51:04;1;
2311;server difference va file size ftp;server difference mark ftplib import stylecss ftpstorlinesstor case ftppass ftp_put ftpsendcmd ftpdir ftpdelete script part myserver put cr ftpftpserver file myuser f r python ftpfile exit directory temp lf # size web ftp ftp command va gtest suggestion locfile fclose php;php,python,ftp,webserver,ftplib;46;5801;;2008-08-05 13:40:47;3;
7999612;textboxe value javascript ajax;import onchangeupdateadduser typetext namelname njoinoptionlist xml option methodget cfetchall ajaxuseraddpsp iduseruname dbcursor x tupstr namefname script tupstrrstrip cexecuteselect documentgetelementsbynamename nameemail name code function loadxmldoc var objectkeysfieldsforeachfunction actionadduserpsp input json xml activexobjectmicrosoft mysqldbconnectlocalhost drop c xml xml optionlist forunameusernamelabel text jsonparsejson password xml valuessoption mysqldb window script box xml xml fieldset strtup inputvalue form employee foremailemaillabel label namelabel javascript user forlnamelast xml;javascript,python,html,ajax,xmlhttprequest;0;580;;2011-11-03 17:52:50;1;
16494050;javascript user attribute model tag series;reason app backbone angularjs ul hacky framework couple w endfor rail topwebsiteslength functionality way website page i var json django list javascript html item information jquery i user templating system;javascript,jquery,django,dom,angularjs;0;64;;2013-05-11 05:24:57;2;
16494056;equation operator number;pointer example generator one equation statement function c problem # recursion order number equation clue puzzle operator java digit;c#,java,algorithm,math,equation;-1;1306;;2013-05-11 05:26:31;5;
7999632;report rownumber;error row_number query tablix ssrs select char string clinethid dataset function column firstname problem row_number clienthid client studio hierarchyid intellisense lastname visual return integer rownumber order rownumber by;sql,sql-server-2008,reporting-services,ssrs-2008,row-number;1;503;;2011-11-03 17:54:13;1;"select RowNumber,ClientHId,FirstName,LastName from fuctionClient
""unsopported datatype exception""
#error
cast as integer"
16494000;server mysql query sqlalchemy time;server time databse source_to_port r_re port_no query help second selfport_no database databaseif portion question process strpacketsrc record end d code log sessioncommit prototype object sourcetoportsrc_address columninteger maximum kind class insert mysql sessionaddentry program mechanism src_address echo session entry timetime engine declarative_base table sqlalchemy selfsrc_address coregetlogger sourcetoportbase sessionquerysourcetoportfilter_bysrc_address session number primary_key _ qurie nwtopology performance base basemetadatacreate_allengine i;mysql,sql,sql-server,database-design,sqlalchemy;1;1021;;2013-05-11 05:14:52;1;
25993171;upload image tapatalk implement perl;app post parameter attachment data req documentation lwpuseragentnew detail upload jpeg content ua name sample code input filename directory uploadcgi root plugin type form tapatalk image forumid method_name uarequestreq response upload_url content_type perl;perl,postgresql,file-upload,upload,httprequest;0;99;;2014-09-23 10:48:41;1;
16494029;nsurl portion;nslog public_html nsurl string portion part code look method url rest output program format stringurl url ftp instance urlwithstring public_html update;iphone,ios6,ftp,nsstring,nsurl;13;11414;;2013-05-11 05:20:38;3;"stringByDeletingLastPathComponenet
URLByDeletingLastPathComponent"
